TeamID,Season,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP
5809ddc3,2017-2018,Eupen,29,26.5,46.0,40,432.0,2700.0,30.0,38.0,36.0,74.0,37.0,1.0,2.0,84.0,,31.9,30.3,23.5,53.8,485.0,1021.0
f780fd06,2017-2018,Excel Mouscron,32,24.4,47.2,40,440.0,2700.0,30.0,39.0,38.0,77.0,37.0,2.0,3.0,79.0,,31.3,28.8,21.6,50.4,434.0,1016.0
1e972a99,2017-2018,Genk,28,24.8,53.6,40,440.0,3600.0,40.0,56.0,42.0,98.0,53.0,3.0,7.0,89.0,,51.9,46.4,36.9,83.3,852.0,1910.0
51e5a603,2017-2018,Gent,32,24.5,55.5,40,440.0,3600.0,40.0,52.0,38.0,90.0,47.0,5.0,8.0,109.0,,52.9,46.5,36.8,83.2,810.0,1691.0
77193015,2017-2018,Kortrijk,30,27.3,49.2,40,440.0,2700.0,30.0,40.0,42.0,82.0,39.0,1.0,2.0,67.0,,34.1,32.5,25.0,57.5,470.0,1163.0
bada91db,2017-2018,Lokeren,31,27.0,46.2,40,440.0,2700.0,30.0,33.0,32.0,65.0,30.0,3.0,3.0,62.0,,27.7,25.3,19.8,45.1,388.0,1102.0
09f00144,2017-2018,Mechelen,33,25.3,46.4,30,330.0,2700.0,30.0,28.0,26.0,54.0,28.0,0.0,2.0,68.0,,35.5,33.9,25.4,59.3,422.0,1192.0
95b895fe,2017-2018,Oostende,33,26.8,45.6,40,440.0,2700.0,30.0,40.0,31.0,71.0,37.0,3.0,4.0,69.0,,34.2,31.1,24.8,55.9,408.0,1114.0
80328a1e,2017-2018,Sint-Truiden,25,25.2,47.4,40,434.0,2700.0,30.0,28.0,31.0,59.0,27.0,1.0,4.0,70.0,,34.7,31.3,22.8,54.1,436.0,1174.0
33c6b26e,2017-2018,Standard Liège,32,25.6,51.3,40,440.0,3600.0,40.0,61.0,45.0,106.0,57.0,4.0,7.0,98.0,,53.1,47.6,36.0,83.6,702.0,1585.0
0217e4d8,2017-2018,Waas-Beveren,31,23.9,49.9,40,429.0,2700.0,30.0,49.0,43.0,92.0,43.0,6.0,7.0,55.0,,41.6,36.1,26.9,63.0,586.0,1255.0
ecd34b98,2017-2018,Zulte Waregem,26,26.7,51.3,40,429.0,2700.0,30.0,46.0,56.0,102.0,40.0,6.0,8.0,73.0,,38.3,32.0,25.2,57.3,432.0,1377.0
08ad393c,2018-2019,Anderlecht,32,24.4,58.8,40,440.0,3600.0,40.0,57.0,44.0,101.0,52.0,5.0,5.0,61.0,4.0,61.6,57.6,50.4,108.0,838.0,1830.0
c2e6b53b,2018-2019,Antwerp,26,27.8,46.4,40,440.0,3600.0,40.0,49.0,34.0,83.0,43.0,6.0,8.0,88.0,2.0,59.6,53.2,42.6,95.9,620.0,1608.0
e8d2adc4,2018-2019,Cercle Brugge,28,25.6,43.5,40,330.0,2700.0,30.0,32.0,19.0,51.0,28.0,4.0,5.0,89.0,4.0,34.3,30.4,21.1,51.5,535.0,1038.0
140e320a,2018-2019,Charleroi,32,26.9,45.8,40,330.0,2700.0,30.0,41.0,27.0,68.0,37.0,4.0,5.0,59.0,4.0,41.4,37.6,28.9,66.5,428.0,1135.0
f1e6c5f1,2018-2019,Club Brugge,28,24.5,57.3,40,440.0,3600.0,40.0,79.0,53.0,132.0,67.0,12.0,13.0,54.0,4.0,75.1,64.9,53.7,118.7,923.0,2042.0
5809ddc3,2018-2019,Eupen,27,26.2,47.1,40,330.0,2700.0,30.0,31.0,14.0,45.0,28.0,3.0,3.0,62.0,4.0,34.8,32.4,24.4,56.8,462.0,998.0
f780fd06,2018-2019,Excel Mouscron,32,24.8,49.6,40,330.0,2700.0,30.0,32.0,23.0,55.0,30.0,2.0,3.0,83.0,9.0,43.0,40.6,30.5,71.1,564.0,1158.0
1e972a99,2018-2019,Genk,27,24.6,56.1,40,440.0,3600.0,40.0,81.0,55.0,136.0,73.0,8.0,12.0,42.0,1.0,80.2,71.0,59.4,130.4,941.0,2323.0
51e5a603,2018-2019,Gent,32,25.4,55.8,40,440.0,3600.0,40.0,63.0,37.0,100.0,57.0,6.0,8.0,57.0,7.0,66.0,59.7,44.5,104.2,839.0,1981.0
77193015,2018-2019,Kortrijk,23,27.7,51.2,40,330.0,2700.0,30.0,43.0,32.0,75.0,42.0,1.0,2.0,77.0,1.0,39.7,38.2,30.6,68.8,493.0,1282.0
bada91db,2018-2019,Lokeren,31,27.8,47.2,30,330.0,2700.0,30.0,28.0,21.0,49.0,27.0,1.0,2.0,60.0,2.0,25.0,23.5,17.8,41.3,413.0,1107.0
95b895fe,2018-2019,Oostende,27,25.6,42.3,40,330.0,2700.0,30.0,29.0,21.0,50.0,28.0,1.0,2.0,71.0,2.0,30.5,28.8,23.5,52.2,346.0,1045.0
80328a1e,2018-2019,Sint-Truiden,27,25.0,49.3,40,330.0,2700.0,30.0,45.0,28.0,73.0,40.0,5.0,6.0,60.0,2.0,43.5,38.8,32.3,71.1,530.0,1275.0
33c6b26e,2018-2019,Standard Liège,26,25.7,52.6,40,440.0,3600.0,40.0,63.0,43.0,106.0,53.0,10.0,11.0,66.0,3.0,61.9,54.0,43.6,97.6,847.0,1774.0
0217e4d8,2018-2019,Waas-Beveren,31,23.2,42.1,40,330.0,2700.0,30.0,33.0,22.0,55.0,29.0,4.0,5.0,78.0,3.0,26.7,23.0,18.5,41.5,454.0,935.0
ecd34b98,2018-2019,Zulte Waregem,26,28.4,46.6,40,330.0,2700.0,30.0,48.0,34.0,82.0,44.0,4.0,5.0,59.0,5.0,44.4,40.4,33.1,73.4,483.0,1092.0
08ad393c,2019-2020,Anderlecht,34,22.8,57.0,29,319.0,2610.0,29.0,44.0,33.0,77.0,38.0,6.0,7.0,50.0,3.0,45.3,39.9,32.7,72.7,646.0,1499.0
c2e6b53b,2019-2020,Antwerp,26,27.6,48.0,29,319.0,2610.0,29.0,47.0,24.0,71.0,37.0,10.0,12.0,58.0,2.0,51.8,42.7,32.6,75.3,524.0,1132.0
e8d2adc4,2019-2020,Cercle Brugge,36,23.7,48.0,29,319.0,2610.0,29.0,26.0,17.0,43.0,24.0,2.0,3.0,64.0,3.0,36.2,33.8,27.1,60.9,516.0,1056.0
140e320a,2019-2020,Charleroi,23,26.9,45.7,29,319.0,2610.0,29.0,49.0,35.0,84.0,44.0,5.0,7.0,45.0,2.0,48.3,42.8,35.6,78.5,454.0,1070.0
f1e6c5f1,2019-2020,Club Brugge,28,25.8,59.8,29,319.0,2610.0,29.0,58.0,46.0,104.0,56.0,2.0,3.0,45.0,1.0,62.3,60.0,50.8,110.8,634.0,1742.0
5809ddc3,2019-2020,Eupen,30,27.4,46.2,29,319.0,2610.0,29.0,28.0,19.0,47.0,27.0,1.0,1.0,69.0,4.0,27.2,26.4,21.7,48.1,365.0,941.0
f780fd06,2019-2020,Excel Mouscron,31,24.5,48.9,29,319.0,2610.0,29.0,36.0,25.0,61.0,33.0,3.0,5.0,55.0,0.0,31.1,27.2,21.1,48.3,417.0,938.0
1e972a99,2019-2020,Genk,30,23.6,53.7,29,319.0,2610.0,29.0,44.0,30.0,74.0,41.0,3.0,4.0,37.0,0.0,45.0,41.8,30.7,72.6,620.0,1398.0
51e5a603,2019-2020,Gent,28,26.9,56.5,29,319.0,2610.0,29.0,59.0,41.0,100.0,53.0,6.0,7.0,49.0,3.0,49.9,44.8,38.1,82.9,619.0,1561.0
77193015,2019-2020,Kortrijk,29,26.9,50.8,29,319.0,2610.0,29.0,38.0,25.0,63.0,35.0,3.0,3.0,53.0,1.0,43.0,40.6,31.9,72.5,429.0,1231.0
09f00144,2019-2020,Mechelen,23,27.5,47.7,29,319.0,2610.0,29.0,44.0,31.0,75.0,42.0,2.0,3.0,52.0,3.0,35.4,33.0,27.4,60.4,422.0,1069.0
95b895fe,2019-2020,Oostende,28,26.3,40.9,29,319.0,2610.0,29.0,28.0,16.0,44.0,25.0,3.0,3.0,43.0,2.0,34.3,31.9,24.2,56.1,458.0,936.0
80328a1e,2019-2020,Sint-Truiden,31,24.4,52.3,29,319.0,2610.0,29.0,33.0,27.0,60.0,32.0,1.0,1.0,65.0,4.0,33.1,32.5,25.5,58.0,479.0,1154.0
33c6b26e,2019-2020,Standard Liège,28,24.9,50.3,29,319.0,2610.0,29.0,46.0,35.0,81.0,45.0,1.0,3.0,44.0,6.0,48.6,46.3,37.5,83.8,652.0,1366.0
0217e4d8,2019-2020,Waas-Beveren,30,23.1,43.8,29,319.0,2610.0,29.0,21.0,13.0,34.0,19.0,2.0,2.0,62.0,1.0,23.0,21.4,16.7,38.1,468.0,917.0
ecd34b98,2019-2020,Zulte Waregem,28,27.5,50.6,29,319.0,2610.0,29.0,40.0,26.0,66.0,33.0,7.0,8.0,52.0,4.0,39.5,33.3,26.1,59.4,458.0,1161.0
08ad393c,2020-2021,Anderlecht,36,,,40,,,,,,,,,,,,52.6,43.2,35.8,79.1,734.0,1518.0
c2e6b53b,2020-2021,Antwerp,31,,,40,,,,,,,,,,,,51.8,48.1,38.2,86.3,578.0,1489.0
c16e44ce,2020-2021,Beerschot,27,,,34,,,,,,,,,,,,49.7,41.9,33.5,75.5,463.0,1193.0
e8d2adc4,2020-2021,Cercle Brugge,32,,,34,,,,,,,,,,,,42.4,39.1,28.7,67.9,558.0,1131.0
140e320a,2020-2021,Charleroi,33,,,34,,,,,,,,,,,,42.9,40.5,32.0,72.5,620.0,1580.0
f1e6c5f1,2020-2021,Club Brugge,28,,,40,,,,,,,,,,,,66.8,62.9,51.6,114.5,747.0,2023.0
5809ddc3,2020-2021,Eupen,30,,,34,,,,,,,,,,,,51.0,46.6,35.4,82.0,718.0,1442.0
f780fd06,2020-2021,Excel Mouscron,29,,,34,,,,,,,,,,,,34.5,32.2,23.5,55.7,451.0,962.0
1e972a99,2020-2021,Genk,26,,,40,,,,,,,,,,,,56.0,45.7,37.0,82.8,650.0,1534.0
51e5a603,2020-2021,Gent,31,,,40,,,,,,,,,,,,62.2,52.8,44.8,97.6,696.0,1730.0
77193015,2020-2021,Kortrijk,31,,,34,,,,,,,,,,,,55.0,48.1,38.7,86.8,521.0,1519.0
09f00144,2020-2021,Mechelen,25,,,40,,,,,,,,,,,,58.4,53.8,43.0,96.7,608.0,1657.0
27e981a3,2020-2021,OH Leuven,37,,,34,,,,,,,,,,,,45.2,39.7,33.8,73.6,535.0,1451.0
95b895fe,2020-2021,Oostende,24,,,40,,,,,,,,,,,,57.5,50.4,40.2,90.5,636.0,1488.0
80328a1e,2020-2021,Sint-Truiden,32,,,34,,,,,,,,,,,,41.7,37.7,32.1,69.8,453.0,1302.0
33c6b26e,2020-2021,Standard Liège,31,,,40,,,,,,,,,,,,48.0,44.0,36.5,80.4,643.0,1702.0
0217e4d8,2020-2021,Waas-Beveren,36,24.7,46.7,34,,,,44.0,,,41.0,3.0,3.0,,,36.0,33.6,24.4,58.0,448.0,1181.0
ecd34b98,2020-2021,Zulte Waregem,26,,,34,,,,,,,,,,,,42.4,38.5,29.8,68.3,512.0,1376.0
08ad393c,2021-2022,Anderlecht,25,,,34,,,,,,,,,,,,73.9,68.8,54.2,123.0,665.0,1844.0
c2e6b53b,2021-2022,Antwerp,31,,,34,,,,,,,,,,,,49.7,45.6,35.6,81.2,684.0,1476.0
c16e44ce,2021-2022,Beerschot,33,,,34,,,,,,,,,,,,37.2,32.9,25.5,58.4,394.0,1127.0
e8d2adc4,2021-2022,Cercle Brugge,25,,,34,,,,,,,,,,,,53.7,49.2,36.7,85.9,410.0,1367.0
140e320a,2021-2022,Charleroi,34,,,34,,,,,,,,,,,,51.8,50.0,42.7,92.7,686.0,1561.0
f1e6c5f1,2021-2022,Club Brugge,31,,,34,,,,,,,,,,,,72.3,69.6,53.6,123.2,697.0,1852.0
5809ddc3,2021-2022,Eupen,34,,,34,,,,,,,,,,,,43.7,42.9,31.3,74.1,651.0,1348.0
1e972a99,2021-2022,Genk,27,,,34,,,,,,,,,,,,69.9,62.9,53.6,116.4,777.0,1775.0
51e5a603,2021-2022,Gent,28,,,34,,,,,,,,,,,,62.5,58.5,45.9,104.3,712.0,1529.0
77193015,2021-2022,Kortrijk,32,,,34,,,,,,,,,,,,45.5,39.2,30.6,69.8,480.0,1129.0
09f00144,2021-2022,Mechelen,27,,,34,,,,,,,,,,,,42.0,38.9,32.0,70.9,558.0,1385.0
27e981a3,2021-2022,OH Leuven,30,,,34,,,,,,,,,,,,45.3,41.7,34.0,75.7,569.0,1451.0
95b895fe,2021-2022,Oostende,30,,,34,,,,,,,,,,,,39.6,38.0,28.3,66.4,414.0,1426.0
89e806ff,2021-2022,Seraing,29,24.7,47.7,34,,,,29.0,,,27.0,2.0,2.0,,,39.2,37.6,28.9,66.6,591.0,1171.0
80328a1e,2021-2022,Sint-Truiden,32,,,34,,,,,,,,,,,,41.3,37.5,30.0,67.5,475.0,1232.0
33c6b26e,2021-2022,Standard Liège,38,,,34,,,,,,,,,,,,39.0,36.6,27.9,64.5,584.0,1323.0
e14f61a5,2021-2022,Union SG,25,,,34,,,,,,,,,,,,62.0,56.5,47.2,103.7,581.0,1482.0
ecd34b98,2021-2022,Zulte Waregem,27,,,34,,,,,,,,,,,,38.0,35.0,27.0,61.9,496.0,1263.0
08ad393c,2022-2023,Anderlecht,33,24.3,54.1,34,374.0,3060.0,34.0,48.0,36.0,84.0,44.0,4.0,4.0,65.0,5.0,44.1,41.0,31.6,72.6,704.0,1357.0
c2e6b53b,2022-2023,Antwerp,32,25.1,56.1,34,374.0,3060.0,34.0,55.0,37.0,92.0,45.0,10.0,10.0,55.0,1.0,51.9,44.2,32.7,76.9,629.0,1612.0
e8d2adc4,2022-2023,Cercle Brugge,27,23.0,44.6,34,374.0,3060.0,34.0,50.0,38.0,88.0,47.0,3.0,6.0,71.0,4.0,51.6,46.6,38.4,85.1,335.0,1183.0
140e320a,2022-2023,Charleroi,29,24.5,51.6,34,374.0,3060.0,34.0,45.0,36.0,81.0,42.0,3.0,4.0,74.0,3.0,44.6,41.8,33.7,75.5,595.0,1476.0
f1e6c5f1,2022-2023,Club Brugge,32,26.3,57.8,34,374.0,3060.0,34.0,58.0,40.0,98.0,52.0,6.0,10.0,68.0,2.0,58.9,50.9,41.9,92.8,682.0,1751.0
5809ddc3,2022-2023,Eupen,30,24.4,47.0,34,374.0,3060.0,34.0,39.0,26.0,65.0,32.0,7.0,8.0,73.0,6.0,40.1,33.8,25.2,58.9,573.0,1374.0
1e972a99,2022-2023,Genk,28,24.2,53.6,34,374.0,3060.0,34.0,77.0,59.0,136.0,69.0,8.0,10.0,65.0,3.0,63.4,56.2,45.1,101.3,687.0,1736.0
51e5a603,2022-2023,Gent,31,26.8,55.6,34,374.0,3060.0,34.0,62.0,41.0,103.0,57.0,5.0,5.0,49.0,3.0,55.4,51.7,40.2,91.9,650.0,1600.0
77193015,2022-2023,Kortrijk,32,25.5,49.3,34,374.0,3060.0,34.0,37.0,22.0,59.0,35.0,2.0,3.0,79.0,6.0,36.1,33.6,27.0,60.6,488.0,1163.0
09f00144,2022-2023,Mechelen,31,26.2,51.8,34,374.0,3060.0,34.0,42.0,29.0,71.0,39.0,3.0,5.0,69.0,5.0,35.6,32.0,24.2,56.2,605.0,1262.0
27e981a3,2022-2023,OH Leuven,29,25.2,50.6,34,374.0,3060.0,34.0,56.0,35.0,91.0,44.0,12.0,14.0,60.0,2.0,54.0,43.4,32.8,76.2,617.0,1299.0
95b895fe,2022-2023,Oostende,33,24.5,43.7,34,374.0,3060.0,34.0,37.0,24.0,61.0,33.0,4.0,7.0,77.0,9.0,45.2,39.4,30.4,69.7,448.0,1252.0
89e806ff,2022-2023,Seraing,31,24.6,41.2,34,374.0,3060.0,34.0,26.0,14.0,40.0,20.0,6.0,7.0,87.0,8.0,25.8,20.4,15.3,35.7,467.0,929.0
80328a1e,2022-2023,Sint-Truiden,24,27.7,44.0,34,374.0,3060.0,34.0,35.0,21.0,56.0,29.0,6.0,7.0,63.0,7.0,37.3,31.8,22.3,54.1,482.0,1106.0
33c6b26e,2022-2023,Standard Liège,30,25.7,51.1,34,374.0,3060.0,34.0,53.0,35.0,88.0,45.0,8.0,9.0,84.0,10.0,51.9,45.1,36.0,81.1,718.0,1395.0
e14f61a5,2022-2023,Union SG,26,25.8,51.5,34,374.0,3060.0,34.0,67.0,49.0,116.0,60.0,7.0,7.0,81.0,4.0,54.2,48.8,40.0,88.8,701.0,1480.0
57b6cfb8,2022-2023,Westerlo,26,25.9,49.9,34,374.0,3060.0,34.0,58.0,30.0,88.0,49.0,9.0,11.0,59.0,2.0,51.0,42.4,31.9,74.4,638.0,1396.0
ecd34b98,2022-2023,Zulte Waregem,36,26.6,46.9,34,374.0,3060.0,34.0,49.0,34.0,83.0,43.0,6.0,6.0,82.0,7.0,45.6,41.1,32.3,73.5,550.0,1124.0
08ad393c,2023-2024,Anderlecht,32,26.4,53.0,30,330.0,2700.0,30.0,56.0,41.0,97.0,49.0,7.0,7.0,54.0,2.0,47.8,42.6,34.4,77.1,469.0,1306.0
c2e6b53b,2023-2024,Antwerp,27,24.7,59.3,30,330.0,2700.0,30.0,52.0,36.0,88.0,47.0,5.0,9.0,44.0,1.0,51.6,44.5,36.3,80.8,616.0,1515.0
e8d2adc4,2023-2024,Cercle Brugge,27,23.3,45.1,30,330.0,2700.0,30.0,43.0,34.0,77.0,41.0,2.0,3.0,66.0,3.0,50.9,48.5,37.0,85.5,378.0,1215.0
140e320a,2023-2024,Charleroi,30,25.5,47.8,30,330.0,2700.0,30.0,26.0,20.0,46.0,23.0,3.0,4.0,58.0,4.0,32.9,29.7,24.9,54.7,437.0,1210.0
f1e6c5f1,2023-2024,Club Brugge,29,25.7,56.8,30,330.0,2700.0,30.0,60.0,39.0,99.0,52.0,8.0,10.0,58.0,3.0,60.1,52.2,42.0,94.2,658.0,1552.0
5809ddc3,2023-2024,Eupen,26,25.4,44.7,30,330.0,2700.0,30.0,24.0,18.0,42.0,23.0,1.0,1.0,56.0,2.0,28.8,28.0,21.3,49.4,410.0,976.0
1e972a99,2023-2024,Genk,26,24.0,53.9,30,330.0,2700.0,30.0,49.0,30.0,79.0,47.0,2.0,5.0,64.0,6.0,59.3,55.2,43.0,98.2,557.0,1597.0
51e5a603,2023-2024,Gent,32,26.4,54.3,30,330.0,2700.0,30.0,50.0,30.0,80.0,46.0,4.0,6.0,40.0,6.0,49.7,45.0,33.9,78.9,614.0,1409.0
77193015,2023-2024,Kortrijk,36,24.6,43.0,30,330.0,2700.0,30.0,22.0,13.0,35.0,20.0,2.0,2.0,63.0,2.0,25.6,24.6,17.0,41.6,493.0,999.0
09f00144,2023-2024,Mechelen,30,26.5,50.9,30,330.0,2700.0,30.0,37.0,28.0,65.0,34.0,3.0,4.0,48.0,0.0,42.4,39.4,31.1,70.5,487.0,1287.0
27e981a3,2023-2024,OH Leuven,29,24.5,44.0,30,330.0,2700.0,30.0,34.0,25.0,59.0,30.0,4.0,5.0,77.0,2.0,33.7,29.8,23.7,53.5,404.0,920.0
e423ea45,2023-2024,RWDM,38,25.4,43.5,30,330.0,2700.0,30.0,31.0,22.0,53.0,30.0,1.0,1.0,65.0,6.0,33.5,32.8,25.6,58.3,402.0,942.0
80328a1e,2023-2024,Sint-Truiden,25,23.2,56.3,30,330.0,2700.0,30.0,33.0,21.0,54.0,30.0,3.0,5.0,46.0,1.0,38.0,34.1,27.4,61.5,568.0,1259.0
33c6b26e,2023-2024,Standard Liège,34,24.8,50.3,30,330.0,2700.0,30.0,32.0,23.0,55.0,30.0,2.0,4.0,55.0,4.0,32.0,29.0,21.4,50.4,553.0,1151.0
e14f61a5,2023-2024,Union SG,26,26.2,49.6,30,330.0,2700.0,30.0,63.0,42.0,105.0,53.0,10.0,11.0,69.0,2.0,58.3,49.8,41.0,90.7,627.0,1462.0
57b6cfb8,2023-2024,Westerlo,32,25.1,47.5,30,330.0,2700.0,30.0,41.0,23.0,64.0,33.0,8.0,8.0,64.0,2.0,40.4,34.2,22.9,57.1,487.0,1184.0
08ad393c,2024-2025,Anderlecht,37,25.5,55.9,40,440.0,3600.0,40.0,58.0,45.0,103.0,53.0,5.0,6.0,69.0,2.0,,,,,,
c2e6b53b,2024-2025,Antwerp,36,26.3,52.4,40,440.0,3600.0,40.0,53.0,38.0,91.0,50.0,3.0,6.0,87.0,4.0,,,,,,
c16e44ce,2024-2025,Beerschot Wilrijk,32,24.4,48.3,36,396.0,3240.0,36.0,35.0,24.0,59.0,31.0,4.0,8.0,70.0,7.0,,,,,,
e8d2adc4,2024-2025,Cercle Brugge,29,23.2,46.2,36,396.0,3240.0,36.0,39.0,28.0,67.0,36.0,3.0,4.0,66.0,6.0,,,,,,
140e320a,2024-2025,Charleroi,30,24.2,52.9,40,440.0,3600.0,40.0,55.0,32.0,87.0,50.0,5.0,6.0,74.0,3.0,,,,,,
f1e6c5f1,2024-2025,Club Brugge,25,25.4,58.6,40,440.0,3600.0,40.0,86.0,61.0,147.0,79.0,7.0,8.0,58.0,2.0,,,,,,
868afa3f,2024-2025,Dender,28,25.9,44.5,40,440.0,3600.0,40.0,50.0,32.0,82.0,47.0,3.0,4.0,74.0,5.0,,,,,,
1e972a99,2024-2025,Genk,28,23.8,57.8,40,440.0,3600.0,40.0,67.0,43.0,110.0,59.0,8.0,12.0,58.0,5.0,,,,,,
51e5a603,2024-2025,Gent,38,25.1,50.1,40,440.0,3600.0,40.0,44.0,33.0,77.0,41.0,3.0,4.0,77.0,5.0,,,,,,
77193015,2024-2025,Kortrijk,34,24.9,44.8,36,396.0,3240.0,36.0,39.0,27.0,66.0,37.0,2.0,2.0,82.0,5.0,,,,,,
09f00144,2024-2025,Mechelen,29,26.2,53.3,40,440.0,3600.0,40.0,59.0,36.0,95.0,56.0,3.0,5.0,76.0,3.0,,,,,,
27e981a3,2024-2025,OH Leuven,37,25.2,48.9,40,440.0,3600.0,40.0,36.0,28.0,64.0,32.0,4.0,4.0,95.0,7.0,,,,,,
80328a1e,2024-2025,Sint-Truiden,32,25.3,47.7,36,396.0,3240.0,36.0,47.0,37.0,84.0,44.0,3.0,4.0,79.0,6.0,,,,,,
33c6b26e,2024-2025,Standard Liège,39,23.6,41.6,40,440.0,3600.0,40.0,27.0,11.0,38.0,19.0,8.0,9.0,63.0,3.0,,,,,,
e14f61a5,2024-2025,Union SG,29,25.2,48.0,40,440.0,3600.0,40.0,68.0,49.0,117.0,59.0,9.0,12.0,97.0,3.0,,,,,,
57b6cfb8,2024-2025,Westerlo,32,23.1,47.9,40,440.0,3600.0,40.0,69.0,45.0,114.0,62.0,7.0,9.0,103.0,4.0,,,,,,
08ad393c,2025-2026,Anderlecht,29,24.6,53.7,24,264.0,2160.0,24.0,28.0,19.0,47.0,24.0,4.0,4.0,62.0,3.0,,,,,,
c2e6b53b,2025-2026,Antwerp,31,24.9,49.0,24,264.0,2160.0,24.0,28.0,17.0,45.0,23.0,5.0,7.0,46.0,2.0,,,,,,
e8d2adc4,2025-2026,Cercle Brugge,27,24.4,47.5,24,264.0,2160.0,24.0,31.0,19.0,50.0,23.0,8.0,9.0,47.0,4.0,,,,,,
140e320a,2025-2026,Charleroi,31,25.0,47.9,24,264.0,2160.0,24.0,32.0,20.0,52.0,29.0,3.0,3.0,52.0,3.0,,,,,,
f1e6c5f1,2025-2026,Club Brugge,29,24.8,63.1,24,264.0,2160.0,24.0,43.0,35.0,78.0,43.0,0.0,1.0,33.0,2.0,,,,,,
868afa3f,2025-2026,Dender,29,25.4,47.0,24,264.0,2160.0,24.0,18.0,12.0,30.0,16.0,2.0,2.0,52.0,4.0,,,,,,
1e972a99,2025-2026,Genk,25,25.3,61.8,24,264.0,2160.0,24.0,33.0,30.0,63.0,33.0,0.0,0.0,33.0,1.0,,,,,,
51e5a603,2025-2026,Gent,29,25.7,52.0,24,264.0,2160.0,24.0,38.0,32.0,70.0,36.0,2.0,3.0,39.0,3.0,,,,,,
